Word	JDIC Sequence Number	Reading	Kanji	Parts of Speech	Meanings	Related Words
空き	1609010	あき	空	noun	1: space<br>2: room<br>3: emptiness<br>4: gap<br><br>1: opening<br>2: vacancy<br>3: empty seat<br><br>1: free time<br>2: time to spare<br><br>1: disuse<br>2: unused thing	
空かす	2247070	すかす	空	Godan verb with `su' ending	1: to feel hungry<br>2: to get hungry	空かせる
控え	1279050	ひかえ	控	noun, noun, used as a suffix	1: reserve<br>2: spare<br>3: backup<br><br>1: note<br>2: memorandum<br><br>1: duplicate<br>2: copy<br>3: stub (of a ticket, etc.)<br><br>1: waiting one's turn	
控える	1279060	ひかえる	控	Ichidan verb, transitive verb, intransitive verb	1: to be temperate in<br>2: to refrain<br>3: to abstain<br>4: to hold back<br>5: to restrain oneself from excessive ...<br><br>1: to make notes<br>2: to jot down (e.g. phone number)<br><br>1: to be in preparation for<br>2: to be in waiting for<br><br>1: to be soon<br>2: to be in the offing<br><br>1: to be in a close relationship (e.g. as a backer, etc.)	
突く	1456890	つく	突	Godan verb with `ku' ending, transitive verb	1: to prick<br>2: to stab<br><br>1: to poke<br>2: to prod<br>3: to push<br>4: to thrust<br>5: to nudge<br>6: to hit<br>7: to strike<br><br>1: to use (a cane)<br>2: to prop oneself up with<br>3: to press against (the floor, etc.)<br><br>1: to attack<br><br>1: to brave (the rain, etc.)	
窪む	1246840	くぼむ	窪	Godan verb with `mu' ending	1: to cave in<br>2: to become depressed<br>3: to sink	
窪	2756450	くぼ	窪	noun	1: hollow<br>2: cavity<br>3: sunken place<br><br>1: vagina<br>2: female genitalia	
窯	1546450	かま	窯	noun	1: stove<br>2: furnace<br>3: kiln	
探る	1418260	さぐる	探	Godan verb with `ru' ending, transitive verb	1: to feel around for<br>2: to fumble for<br>3: to grope for<br>4: to search for<br>5: to look for<br><br>1: to investigate<br>2: to probe into<br>3: to spy on<br>4: to sound out<br><br>1: to explore (parts unknown)<br>2: to enjoy (natural beauty)	
探す	1593670	さがす	探	Godan verb with `su' ending, transitive verb	1: to search (for something desired, needed)<br>2: to look for<br><br>1: to search (for something lost)<br>2: to seek (a suspect in a crime)	
深い	1362640	ふかい	深	adjective	1: deep<br><br>1: profound<br><br>1: dense<br>2: thick<br><br>1: close (relationship)<br><br>1: intense<br>2: strong<br><br>1: late	
深まる	1362660	ふかまる	深	Godan verb with `ru' ending, intransitive verb	1: to deepen<br>2: to heighten<br>3: to intensify	
深める	1362680	ふかめる	深	Ichidan verb, transitive verb	1: to deepen<br>2: to heighten<br>3: to intensify	
丘	1588920	おか	丘	noun	1: hill<br>2: height<br>3: knoll<br>4: rising ground<br><br>1: bonus points awarded to the winner at the end of a game (mahjong)	
岳	1207210	たけ	岳	noun, suffix	1: peak<br><br>1: mountain	
兵	2822790	つわもの	兵	noun	1: warrior<br>2: soldier<br><br>1: courageous person<br>2: strong person	強者・きょうしゃ
浜	1490710	はま	浜	noun	1: beach<br>2: seashore<br><br>1: captured pieces (in the game of go)<br>2: captured stones<br><br>1: Yokohama<br><br>1: riverbank<br>2: riverside	揚げ浜・2; 横浜
糸	1311450	いと	糸	noun, noun, used as a suffix	1: thread<br>2: yarn<br>3: string	
織る	1357420	おる	織	Godan verb with `ru' ending, transitive verb	1: to weave	
織り	1929820	おり	織	noun	1: weave<br>2: weaving<br>3: woven item	
繕う	1396480	つくろう	繕	Godan verb with `u' ending, transitive verb	1: to mend<br>2: to patch up<br>3: to repair<br>4: to fix<br>5: to darn<br>6: to trim<br><br>1: to fix (hair, clothes, appearance etc.)<br>2: to adjust<br>3: to tidy up<br>4: to groom<br><br>1: to keep up appearances<br>2: to cover up (mistakes etc.)<br>3: to gloss over<br><br>1: to treat (illness, injury, etc.)	
縮まる	1337540	ちぢまる	縮	Godan verb with `ru' ending, intransitive verb	1: to shorten<br>2: to narrow<br>3: to close	
縮む	1337560	ちぢむ	縮	Godan verb with `mu' ending, intransitive verb	1: to shrink<br>2: to contract<br>3: to diminish (in size)	
縮める	1337570	ちぢめる	縮	Ichidan verb, transitive verb	1: to shorten<br>2: to reduce<br>3: to boil down<br>4: to shrink	
縮らす	1337580	ちぢらす	縮	Godan verb with `su' ending, transitive verb	1: to curl<br>2: to crimp	
縮れる	1337590	ちぢれる	縮	Ichidan verb, intransitive verb	1: to be wavy<br>2: to be curled	
繁く	2765890	しげく	繁	adverb	1: frequently	足しげく
縦	1335640	たて	縦	noun, nouns which may take the genitive case particle `no'	1: the vertical<br>2: height<br><br>1: front-to-back<br>2: length<br><br>1: north-to-south<br><br>1: vertical (relationship)<br>2: hierarchy<br><br>1: (weaving) warp	経糸・たていと
締める	1436570	しめる	締	Ichidan verb, transitive verb	1: to tie<br>2: to fasten<br><br>1: to total<br>2: to sum<br><br>1: to be strict with<br><br>1: to economize<br>2: to economise<br>3: to cut down on<br><br>1: to salt<br>2: to marinate<br>3: to pickle<br>4: to make sushi adding a mixture of vinegar and salt<br><br>1: to wear (necktie)<br>2: to put on (necktie)	〆る・しめる; 緊める・しめる
締まり	1881440	しまり	締	noun	1: closing<br>2: shutting<br><br>1: firmness<br>2: tightness<br>3: discipline<br>4: control	
練る	1559140	ねる	練	Godan verb with `ru' ending, transitive verb, intransitive verb	1: to knead<br>2: to thicken into a paste (stirring over a flame)<br><br>1: to polish (a plan, etc.)<br>2: to refine<br>3: to elaborate<br>4: to work out<br><br>1: to train<br>2: to drill<br>3: to exercise<br><br>1: to gloss (silk)<br>2: to soften<br>3: to degum<br><br>1: to tan (leather)<br><br>1: to temper (steel)<br><br>1: to walk in procession<br>2: to parade<br>3: to march	
練り	1642900	ねり	練	noun, noun, used as a suffix, noun or verb acting prenominally	1: kneading<br>2: gloss<br>3: tempering<br><br>1: paste (e.g. bean paste, mustard paste)	
緒	1343610	お	緒	noun	1: cord<br>2: strap<br>3: thong<br><br>1: string (of a musical instrument, bow, etc.)	
続く	1405790	つづく	続	Godan verb with `ku' ending, intransitive verb	1: to continue<br>2: to last<br>3: to go on<br><br>1: to continue (without a break)<br>2: to be unbroken<br><br>1: to occur again and again<br><br>1: to lead to<br>2: to connect to<br>3: to adjoin<br><br>1: to come after<br>2: to follow<br>3: to succeed<br>4: to rank next to<br><br>1: to hold out<br>2: to keep<br>3: to last	
続ける	1405800	つづける	続	Ichidan verb, transitive verb	1: to continue<br>2: to keep up<br>3: to keep on	
統べる	1449660	すべる	統	Ichidan verb, transitive verb	1: to control<br>2: to supervise	
絞まる	1280810	しまる	絞	Godan verb with `ru' ending, intransitive verb	1: to be strangled<br>2: to be constricted	
絞める	1280820	しめる	絞	Ichidan verb, transitive verb	1: to strangle<br>2: to constrict	
絞る	1594520	しぼる	絞	Godan verb with `ru' ending, transitive verb	1: to wring (towel, rag)<br>2: to squeeze<br><br>1: to squeeze (fruit to extract juice)<br>2: to press<br>3: to extract<br>4: to milk<br>5: to express milk<br><br>1: to rack (one's brains)<br>2: to strain (one's voice)<br><br>1: to extort<br>2: to exploit<br><br>1: to chew out<br>2: to reprimand severely<br>3: to rake over the coals<br>4: to give a sound scolding<br>5: to tell someone off<br>6: to scold<br>7: to rebuke<br><br>1: to drill into<br>2: to train<br><br>1: to narrow down (one's focus)<br>2: to whittle down<br><br>1: to gather up (curtain, etc.)<br>2: to tighten (drawstring)<br><br>1: to stop down (lens)<br><br>1: to turn down (e.g. radio)<br><br>1: to bend (bow)<br>2: to draw<br><br>1: to hold down<br>2: to constrict<br>3: to immobilize	油を絞る・1
給う	1230220	たまう	給	suffix, Godan verb with `u' ending	1: semi-polite or endearing auxiliary verb indicating reception by the speaker	給え
給ふ	2780080	たまう	給	Yodan verb with `hu/fu' ending, transitive verb, Nidan verb	1: to give<br><br>1: to receive	
絡まる	1548490	からまる	絡	Godan verb with `ru' ending, intransitive verb	1: to be entwined<br>2: to be involved	
絡む	1548520	からむ	絡	Godan verb with `mu' ending, intransitive verb	1: to entangle<br>2: to entwine<br><br>1: to pick a quarrel<br>2: to find fault<br><br>1: to be involved with<br>2: to be influenced by<br>3: to develop a connection with	
結う	1254600	ゆう	結	Godan verb with `u' ending, transitive verb	1: to do up (hair)<br>2: to braid<br>3: to fasten<br>4: to fix	
結ぶ	1254670	むすぶ	結	Godan verb with `bu' ending, transitive verb	1: to tie<br>2: to bind<br>3: to link<br><br>1: to bear (fruit)<br><br>1: to close (e.g. deal)<br>2: to confirm<br>3: to conclude<br><br>1: to connect (two distant places)<br><br>1: to close tightly<br>2: to purse (e.g. lips)<br><br>1: to unite (with)<br>2: to ally<br>3: to join hands	実を結ぶ
結わえる	1254680	ゆわえる	結	Ichidan verb, transitive verb	1: to bind<br>2: to fasten<br>3: to tie up	
終える	1332760	おえる	終	Ichidan verb, transitive verb	1: to finish<br><br>1: to graduate	
終わる	1589600	おわる	終	Godan verb with `ru' ending, intransitive verb	1: to finish<br>2: to end<br>3: to close	
終	2720360	つい	終	noun, nouns which may take the genitive case particle `no', adverb	1: end<br>2: final<br><br>1: end of life<br>2: death<br><br>1: never<br>2: not at all	終ぞ
紅	1578760	くれない	紅	noun	1: deep red<br>2: crimson<br><br>1: rouge<br>2: lipstick	
紡ぐ	1519880	つむぐ	紡	Godan verb with `gu' ending, transitive verb	1: to spin<br>2: to make yarn<br><br>1: to spin (a tale)<br>2: to speak	
紛らす	1504980	まぎらす	紛	Godan verb with `su' ending, transitive verb	1: to divert<br>2: to distract<br><br>1: to conceal (one's sorrow with a smile, etc.)	
紛らわしい	1504990	まぎらわしい	紛	adjective	1: confusing<br>2: misleading<br>3: equivocal<br>4: ambiguous<br>5: easily mixed up (e.g. similar words)	
紛らわす	1505000	まぎらわす	紛	Godan verb with `su' ending, transitive verb	1: to divert<br>2: to distract	
紛れる	1505010	まぎれる	紛	Ichidan verb, intransitive verb	1: to be diverted<br>2: to slip into	
経つ	1251100	たつ	経	Godan verb with `tsu' ending, intransitive verb	1: to pass<br>2: to lapse	
経る	1251110	へる	経	Ichidan verb, intransitive verb	1: to pass<br>2: to elapse<br>3: to go by<br><br>1: to pass through<br>2: to go through<br><br>1: to experience<br>2: to go through<br>3: to undergo	
約める	2065310	つづめる	約	Ichidan verb, transitive verb	1: to abridge<br>2: to shorten<br>3: to economize	
約まる	2258580	つづまる	約	Godan verb with `ru' ending	1: to compress<br>2: to shrink	
約やか	2456600	つづまやか	約	adjectival nouns or quasi-adjectives	1: concise<br>2: brief<br><br>1: humble<br>2: frugal<br><br>1: modest<br>2: discrete	
細い	1295510	ほそい	細	adjective	1: thin<br>2: slender<br>3: fine<br><br>1: unlucky (billiards slang)	
細か	1295520	こまか	細	adjectival nouns or quasi-adjectives	1: small<br>2: fine<br>3: detailed<br>4: stingy	
細かい	1295530	こまかい	細	adjective	1: small<br><br>1: fine<br>2: minute<br><br>1: minor<br>2: trivial<br><br>1: sensitive<br>2: attentive	細かいこと; 神経が細かい
細る	1295570	ほそる	細	Godan verb with `ru' ending, intransitive verb	1: to get thin<br>2: to taper off	
綿	1533340	わた	綿	noun	1: cotton plant (Gossypium spp.)<br><br>1: batting<br>2: wadding<br>3: padding	
絹	1258710	きぬ	絹	noun	1: silk	
繰る	1247040	くる	繰	Godan verb with `ru' ending, transitive verb	1: to reel<br>2: to wind<br>3: to spin (thread)<br><br>1: to turn (pages)<br>2: to flip through (a book)<br>3: to leaf through (a book)<br>4: to consult (a dictionary)<br>5: to refer to (an encyclopedia)<br><br>1: to count (e.g. the days)<br><br>1: to open one-by-one<br>2: to close one-by-one (e.g. shutters)	
継ぐ	1251750	つぐ	継	Godan verb with `gu' ending, transitive verb	1: to succeed (someone in a business or inheritance)	
緑	1555300	みどり	緑	noun	1: green<br><br>1: greenery (esp. fresh verdure)	
縁	1013030	ゆかり	縁	noun, noun, used as a suffix, nouns which may take the genitive case particle `no'	1: related to (some person or place)<br>2: affinity<br>3: connection	
縁	1177500	ふち	縁	noun	1: rim<br>2: brim<br>3: edge<br>4: brink	
縁	1922790	よすが	縁	noun	1: something to rely on<br>2: aid<br>3: clue<br>4: way<br>5: means<br><br>1: someone to rely on<br>2: relative<br><br>1: reminder<br>2: memento	
縁	2056370	へり	縁	noun, noun, used as a suffix	1: edge (of a river, woods, etc.)<br>2: shoulder (of a road)<br><br>1: rim<br>2: brim<br>3: hem<br>4: margin<br>5: fringe<br>6: selvage<br><br>1: fabric border (of a tatami mat, etc.)<br>2: edging	
網	1534380	あみ	網	noun	1: net<br>2: netting<br><br>1: web	
緊める	2761840	しめる	緊	Ichidan verb, transitive verb	1: to be strict with	締める・しめる・3
紫	1311640	むらさき	紫	noun	1: purple<br>2: violet<br><br>1: Lithospermum erythrorhizon (species of gromwell)<br><br>1: type of soy sauce	醤油
縛る	1476050	しばる	縛	Godan verb with `ru' ending, transitive verb	1: to tie<br>2: to bind	
縄	1459830	なわ	縄	noun	1: rope<br>2: cord<br><br>1: policeman's rope	御縄
幼い	1545110	おさない	幼	adjective	1: very young<br><br>1: childish<br>2: immature	
後	1269320	あと	後	noun, nouns which may take the genitive case particle `no', adverbial noun	1: behind<br>2: rear<br><br>1: after<br>2: later<br><br>1: after one's death<br><br>1: remainder<br>2: the rest<br><br>1: descendant<br>2: successor<br>3: heir<br><br>1: past<br>2: previous<br><br>1: more (e.g. five more minutes)<br>2: left	後ずさり; その後
後	1269330	のち	後	noun, nouns which may take the genitive case particle `no'	1: later<br>2: afterwards<br>3: since<br><br>1: future<br><br>1: after one's death<br><br>1: descendant	
後ろ	1269410	うしろ	後	noun	1: back<br>2: behind<br>3: rear	
幾つ	1219960	いくつ	幾	adverb	1: how many?<br><br>1: how old?	
幾ら	1219980	いくら	幾	adverb, noun	1: how much?<br>2: how many?<br><br>1: even<br>2: even if	
機	1220760	はた	機	noun	1: loom	
蓄える	1596860	たくわえる	蓄	Ichidan verb, transitive verb	1: to store<br>2: to lay in stock<br><br>1: to have a beard<br>2: to grow a beard	
弦	1578400	つる	弦	noun	1: bowstring<br><br>1: string (of shamisen, guitar, violin, etc.)<br><br>1: bail (arched pot handle)<br><br>1: diagonal levelling wire across the top of a masu	枡・1
慈しむ	1315280	いつくしむ	慈	Godan verb with `mu' ending, transitive verb	1: to love<br>2: to be affectionate to<br>3: to pity	
係る	1249300	かかる	係	Godan verb with `ru' ending, intransitive verb	1: to be the work of<br>2: to be the result of<br>3: to be done by<br><br>1: to concern<br>2: to affect<br>3: to involve<br>4: to relate to	掛かる・かかる
係	1589840	かかり	係	noun	1: charge<br>2: duty<br>3: person in charge<br>4: official<br>5: clerk<br><br>1: connection<br>2: linking	掛かり・かかり・5; 係り結び
係わる	1589880	かかわる	係	Godan verb with `ru' ending, intransitive verb	1: to be affected<br>2: to be influenced<br><br>1: to be concerned with<br>2: to have to do with<br><br>1: to stick to (opinions)	
孫	1406230	まご	孫	noun	1: grandchild	
却って	1226610	かえって	却	adverb	1: on the contrary<br>2: rather<br>3: all the more<br>4: instead	
卸す	1183050	おろす	卸	Godan verb with `su' ending, transitive verb	1: to sell wholesale<br><br>1: to grate (e.g. vegetables)<br><br>1: to cut up fish	
卸	1589530	おろし	卸	noun	1: wholesale	
命	1531940	いのち	命	noun	1: life<br>2: life force<br><br>1: lifetime<br>2: lifespan<br><br>1: most important thing<br>2: foundation<br>3: core<br><br>1: paired tattoos of the "life" kanji on the upper arms of a man and woman (indicating unwavering love)<br><br>1: fate<br>2: destiny<br>3: karma	生命
零す	1557640	こぼす	零	Godan verb with `su' ending, transitive verb	1: to spill<br>2: to drop<br>3: to shed (tears)<br><br>1: to grumble<br>2: to complain<br><br>1: to let one's feelings show	
