Kanji	On'yomi	Kun'yomi	Jinmeiyo	Grade	Stroke Count	Heisig	Heisig 6th	Newspaper Frequency	Meanings	Heisig Keyword
剤	ザイ, スイ, セイ	かる, けず.る		8	10	1730	1867	1151	dose, medicine, drug	dose
済	サイ, セイ	す.む, -ず.み, -ずみ, す.まない, す.ます, -す.ます, すく.う, な.す, わたし, わた.る	すむ, なり, わたる	6	11	1731	1868	168	finish, come to an end, excusable, need not	finish
斎	サイ	とき, つつし.む, ものいみ, い.む, いわ.う, いつ.く	いつき, さえ, ひとし, いつ, きよ, ただ, とき, よし	8	11	1732	1869	1155	purification, Buddhist food, room, worship, avoid, alike	purification
粛	シュク, スク	つつし.む		8	11	1733	1870	1549	solemn, quietly, softly	solemn
塁	ルイ, ライ, スイ	とりで	る	8	12	1734	1871	651	bases, fort, rampart, walls, base(ball)	bases
楽	ガク, ラク, ゴウ	たの.しい, たの.しむ, この.む	さ, た, やす, ら	2	13	1735	1872	373	music, comfort, ease	music
薬	ヤク	くすり	み	3	16	1736	1873	702	medicine, chemical, enamel, gunpowder, benefit	medicine
率	ソツ, リツ, シュツ	ひき.いる		5	11	1737	1874	383	ratio, rate, proportion, %, coefficient, factor	ratio
渋	ジュウ, シュウ	しぶ, しぶ.い, しぶ.る		8	11	1738	1875	1011	astringent, hesitate, reluctant, have diarrhea	astringent
摂	セツ, ショウ	おさ.める, かね.る, と.る	せっ	8	13	1739	1876	1779	vicarious, surrogate, act in addition to, take in, absorb	vicarious
央	オウ		あきら, え, お, さと, ちか, てる, なか, ひさ, ひろ, や	3	5	1740	1877	582	center, middle	center
英	エイ	はなぶさ	あ, あい, え, すぐる, はな, ひ, ひで, よし, ら	4	8	1741	1878	430	England, English, hero, outstanding, calyx	England
映	エイ	うつ.る, うつ.す, は.える, -ば.え	あきら, え, てる	6	9	1742	1879	404	reflect, reflection, projection	reflect
赤	セキ, シャク	あか, あか-, あか.い, あか.らむ, あか.らめる	あ, あこ, あま	1	7	1743	1880	584	red	red
赦	シャ			8	11	1744	1881	1868	pardon, forgiveness	pardon
変	ヘン	か.わる, か.わり, か.える		4	9	1745	1882	238	unusual, change, strange	unusual
跡	セキ	あと		8	13	1746	1883	953	tracks, mark, print, impression	tracks
蛮	バン	えびす		8	12	1747	1884	2339	barbarian	barbarian
恋	レン	こ.う, こい, こい.しい		8	10	1748	1885	1296	romance, in love, yearn for, miss, darling	romance
湾	ワン	いりえ		8	12	1749	1886	545	gulf, bay, inlet	gulf
黄	コウ, オウ	き, こ-	うい, れい	2	11	1750	1887	1240	yellow	yellow
横	オウ	よこ		3	15	1751	1888	480	sideways, side, horizontal, width, woof, unreasonable, perverse	sideways
把	ハ, ワ		たば	8	7	1752	1889	1569	grasp, faggot, bunch, counter for bundles	grasp
色	ショク, シキ	いろ	しか, しこ	2	6	1753	1890	621	color	color
絶	ゼツ	た.える, た.やす, た.つ		5	12	1754	1891	784	discontinue, beyond, sever, cut off, abstain, interrupt, suppress	discontinue
艶	エン	つや, なま.めかしい, あで.やか, つや.めく, なま.めく	もろ, よし	8	19	1755	1892	2207	glossy, luster, glaze, polish, charm, colorful, captivating	glossy
肥	ヒ	こ.える, こえ, こ.やす, こ.やし, ふと.る	い, こい, ひえ	5	8	1756	1893	1469	fertilizer, get fat, fertile, manure, pamper	fertilizer
甘	カン	あま.い, あま.える, あま.やかす, うま.い	かも	8	5	1757	1894	1248	sweet, coax, pamper, be content, sugary	sweet
紺	コン			8	11	1758	1895	1825	dark blue, navy	navy blue
某	ボウ	それがし, なにがし		8	9	1759	1896	2106	so-and-so, one, a certain, that person	so-and-so
謀	ボウ, ム	はか.る, たばか.る, はかりごと		8	16	1760	1897	1370	conspire, cheat, impose on, plan, devise, scheme, have in mind, deceive	conspire
媒	バイ	なこうど		8	12	1761	1898	1900	mediator, go-between	mediator
欺	ギ	あざむ.く		8	12	1762	1899	1541	deceit, cheat, delude	deceit
棋	キ	ご		8	12	1763	1900	1311	chess piece, Japanese chess, shogi	chess piece
旗	キ	はた		4	14	1764	1901	1190	national flag, banner, standard	national flag
期	キ, ゴ			3	12	1765	1902	117	period, time, date, term	period
碁	ゴ			8	13	1766	1903	1609	Go	Go
基	キ	もと, もとい	きい, とも	5	11	1767	1904	241	fundamentals, radical (chem), counter for machines, foundation	fundamentals
甚	ジン	はなは.だ, はなは.だしい	じ	8	9	1768	1905	1961	tremendously, very, great, exceedingly	tremendously
勘	カン		か, さとる	8	11	1769	1906	1494	intuition, perception, check, compare, sixth sense	intuition
堪	カン, タン	た.える, たま.る, こら.える, こた.える		8	12	1770	1907	1953	withstand, endure, support, resist	withstand
貴	キ	たっと.い, とうと.い, たっと.ぶ, とうと.ぶ	きよ, ぎ, たか, たかし, よし	6	12	1771	1908	970	precious, value, prize, esteem, honor	precious
遺	イ, ユイ	のこ.す		6	15	1772	1909	647	bequeath, leave behind, reserve	bequeath
遣	ケン	つか.う, -つか.い, -づか.い, つか.わす, や.る		8	13	1773	1910	664	dispatch, despatch, send, give, donate, do, undertake	dispatch
舞	ブ	ま.う, -ま.う, まい		8	15	1774	1912	655	dance, flit, circle, wheel	dance
無	ム, ブ	な.い		4	12	1775	1913	274	nothingness, none, ain't, nothing, nil, not	nothingness
組	ソ	く.む, くみ, -ぐみ		2	11	1776	1914	204	association, braid, plait, construct, assemble, unite, cooperate, grapple	association
粗	ソ	あら.い, あら-		8	11	1777	1915	1689	coarse, rough, rugged	coarse
租	ソ			8	10	1778	1916	2089	tariff, crop tax, borrowing	tariff
祖	ソ		い	5	9	1779	1918	1226	ancestor, pioneer, founder	ancestor
阻	ソ	はば.む		8	8	1780	1919	1280	thwart, separate from, prevent, obstruct, deter, impede	thwart
査	サ			5	9	1781	1920	184	investigate	investigate
助	ジョ	たす.ける, たす.かる, す.ける, すけ		3	7	1782	1921	397	help, rescue, assist	help
宜	ギ	よろ.しい, よろ.しく	き, たか, のぶ, のり, よし	8	8	1783	1922	1766	best regards, good	best regards
畳	ジョウ, チョウ	たた.む, たたみ, かさ.なる		8	12	1784	1923	1665	tatami mat, counter for tatami mats, fold, shut up, do away with	tatami mat
並	ヘイ, ホウ	な.み, なみ, なら.べる, なら.ぶ, なら.びに	なび	6	8	1785	1924	599	row, and, besides, as well as, line up, rank with, rival, equal	row
普	フ	あまね.く, あまねし	しん, ひろ	8	12	1786	1925	757	universal, wide(ly), generally, Prussia	universal
譜	フ			8	19	1787	1926	1919	musical score, music, note, staff, table, genealogy	musical score
湿	シツ, シュウ	しめ.る, しめ.す, うるお.う, うるお.す		8	12	1788	1927	1517	damp, wet, moist	damp
顕	ケン	あきらか, あらわ.れる	あき, あきら	8	18	1789	1928	1536	appear, existing	appear
繊	セン			8	17	1790	1929	1451	slender, fine, thin kimono	slender
霊	レイ, リョウ	たま		8	15	1791	1930	1458	spirits, soul	spirits
業	ギョウ, ゴウ	わざ	なり, のぶ	3	13	1792	1931	43	business, vocation, arts, performance	business/profession
撲	ボク			8	15	1793	1932	1283	slap, strike, hit, beat, tell, speak	slap
僕	ボク	しもべ		8	14	1794	1933	1236	me, I (male)	me
共	キョウ	とも, とも.に, -ども		4	6	1795	1934	174	together, both, neither, all, and, alike, with	together
供	キョウ, ク, クウ, グ	そな.える, とも, -ども		6	8	1796	1935	313	submit, offer, present, serve (meal), accompany	submit
異	イ	こと, こと.なる, け		6	11	1797	1936	631	uncommon, different, queerness, strangeness, wonderful, curious, unusual	uncommon
翼	ヨク	つばさ		8	17	1798	1937	1201	wing, plane, flank	wing
洪	コウ		ほん	8	9	1799	1939	1778	deluge, flood, vast	deluge
港	コウ	みなと		3	12	1800	1940	495	harbor	harbor
暴	ボウ, バク	あば.く, あば.れる		5	15	1801	1941	692	outburst, rave, fret, force, violence, cruelty, outrage	outburst
爆	バク	は.ぜる		8	19	1802	1942	735	bomb, burst open, pop, split	bomb
恭	キョウ	うやうや.しい	きよ, やす, やすし, ゆき, よし	8	10	1803	1943	1737	respect, reverent	respect
選	セン	えら.ぶ		4	15	1804	1944	57	elect, select, choose, prefer	elect
殿	デン, テン	との, -どの	て, どん	8	13	1805	1945	1199	Mr., hall, mansion, palace, temple, lord	Mr.
井	セイ, ショウ	い	いの, さい, ひ	8	4	1806	1946	339	well, well crib, town, community	well
囲	イ	かこ.む, かこ.う, かこ.い		4	7	1807	1948	771	surround, besiege, store, paling, enclosure, encircle, preserve, keep	surround
耕	コウ	たがや.す	こお	5	10	1808	1949	1568	till, plow, cultivate	till
亜	ア	つ.ぐ	や, つぎ, つぐ	8	7	1809	1950	1509	Asia, rank next, come after, -ous	Asia
悪	アク, オ	わる.い, わる-, あ.し, にく.い, -にく.い, ああ, いずくに, いずくんぞ, にく.む		3	11	1810	1951	530	bad, vice, rascal, false, evil, wrong	bad
円	エン	まる.い, まる, まど, まど.か, まろ.やか	つぶら, のぶ, まどか, みつ	1	4	1811	1952	69	circle, yen, round	circle
角	カク	かど, つの	い, す, すみ, ずみ, ふさ	2	7	1812	1953	805	angle, corner, square, horn, antlers	angle
触	ショク	ふ.れる, さわ.る, さわ		8	13	1813	1954	904	contact, touch, feel, hit, proclaim, announce, conflict	contact
解	カイ, ゲ	と.く, と.かす, と.ける, ほど.く, ほど.ける, わか.る, さと.る	さとる, とけ	5	13	1814	1955	176	unravel, notes, key, explanation, understanding, untie, undo, solve, answer, cancel, absolve, explain, minute	unravel
再	サイ, サ	ふたた.び	ふた	5	6	1815	1956	275	again, twice, second time	again
講	コウ			5	17	1816	1957	653	lecture, club, association	lecture
購	コウ			8	17	1817	1958	945	subscription, buy	subscription
構	コウ	かま.える, かま.う	とち	5	14	1818	1959	316	posture, build, pretend	posture
溝	コウ	みぞ	どぶ	8	13	1819	1960	1736	gutter, ditch, sewer, drain, 10**32	gutter
論	ロン			6	15	1820	1961	227	argument, discourse	argument
倫	リン		とも, のり, ひとし, ひろ, みち	8	10	1821	1962	1322	ethics, companion	ethics
輪	リン	わ	なわ, も	4	15	1822	1963	693	wheel, ring, circle, link, loop, counter for wheels and flowers	wheel
偏	ヘン	かたよ.る		8	11	1823	1964	1340	partial, side, left-side radical, inclining, biased	partial
遍	ヘン	あまね.く		8	12	1824	1965	1845	everywhere, times, widely, generally	everywhere
編	ヘン	あ.む, -あ.み		5	15	1825	1966	591	compilation, knit, plait, braid, twist, editing, completed poem, part of a book	compilation
冊	サツ, サク	ふみ		6	5	1826	1967	1313	tome, counter for books, volume	tome
典	テン, デン		すけ, つね, の, のり	4	8	1827	1969	1055	code, ceremony, law, rule	code
氏	シ	うじ, -うじ		4	4	1828	1970	84	family name, surname, clan	family name
紙	シ	かみ		2	10	1829	1971	559	paper	paper
婚	コン			8	11	1830	1972	767	marriage	marriage
低	テイ	ひく.い, ひく.める, ひく.まる		4	7	1831	1973	435	lower, short, humble	lower
抵	テイ			8	8	1832	1974	1182	resist, reach, touch	resist
底	テイ	そこ		4	8	1833	1975	867	bottom, sole, depth, bottom price, base, kind, sort	bottom
民	ミン	たみ	ひと, み	4	5	1834	1976	28	people, nation, subjects	people
眠	ミン	ねむ.る, ねむ.い	ね	8	10	1835	1977	1315	sleep, die, sleepy	sleep
捕	ホ	と.らえる, と.らわれる, と.る, とら.える, とら.われる, つか.まえる, つか.まる		8	10	1836	1978	604	catch, capture	catch
浦	ホ	うら		8	10	1837	1980	977	bay, creek, inlet, gulf, beach, seacoast	bay
蒲	ホ, ボ, フ, ブ	がま, かば, かま		9	13	1838	1981	1887	bullrush, flag, cattail	bulrush
舗	ホ		き	8	15	1839	1982	1412	shop, store, pave	shop
補	ホ	おぎな.う		6	12	1840	1983	332	supplement, supply, make good, offset, compensate, assistant, learner	supplement
邸	テイ	やしき	むら	8	8	1841	1984	905	residence, mansion	residence
郭	カク	くるわ	ひろ	8	11	1842	1985	1670	enclosure, quarters, fortification, red-light district	enclosure
郡	グン	こおり		4	10	1843	1986	965	county, district	county
郊	コウ			8	9	1844	1987	1304	outskirts, suburbs, rural area	outskirts
部	ブ	-べ	とり, ふ, ぺ, ま	3	11	1845	1988	36	section, bureau, dept, class, copy, part, portion, counter for copies of a newspaper or magazine	section
都	ト, ツ	みやこ	くに, ず, ち, づめ, みや	3	11	1846	1989	123	metropolis, capital	metropolis
郵	ユウ			6	11	1847	1990	917	mail, stagecoach stop	mail
邦	ホウ	くに		8	7	1848	1991	654	home country, country, Japan	home country
郷	キョウ, ゴウ	さと	くに	6	11	1849	1993	1077	home town, village, native place, district	home town
響	キョウ	ひび.く		8	20	1850	1994	502	echo, sound, resound, ring, vibrate	echo
郎	ロウ, リョウ	おとこ	いら, お, とう, もん, ろ, ろお	8	9	1851	1995	569	son, counter for sons	son
廊	ロウ			8	12	1852	1996	1598	corridor, hall, tower	corridor
盾	ジュン	たて		8	9	1853	1997	1476	shield, escutcheon, pretext	shield
循	ジュン			8	12	1854	1998	1699	sequential, follow	sequential
派	ハ			6	9	1855	1999	164	faction, group, party, clique, sect, school	faction
脈	ミャク	すじ		4	10	1856	2000	1477	vein, pulse, hope	vein
衆	シュウ, シュ	おお.い		6	12	1857	2001	450	masses, great numbers, multitude, populace	masses
逓	テイ	かわ.る, たがいに		8	10	1858	2002	1957	relay, in turn, sending	parcel post
段	ダン, タン			6	9	1859	2003	479	grade, steps, stairs	grade
鍛	タン	きた.える	か	8	17	1860	2004	1793	forge, discipline, train	forge
后	コウ, ゴ	きさき		6	6	1861	2005	1583	empress, queen, after, behind, back, later	empress
幻	ゲン	まぼろし		8	4	1862	2006	1564	phantasm, vision, dream, illusion, apparition	phantasm
司	シ	つかさど.る	つ, つか, つかさ	4	5	1863	2007	759	director, official, govt office, rule, administer	director
伺	シ	うかが.う		8	7	1864	2008	2209	pay respects, visit, ask, inquire, question, implore	pay respects
詞	シ			6	12	1865	2009	1636	part of speech, words, poetry	part of speech
飼	シ	か.う	かい	5	13	1866	2010	1392	domesticate, raise, keep, feed	domesticate
嗣	シ		あき, つかさ, つぎ, つぐ, ひで	8	13	1867	2011	2310	heir, succeed	heir
舟	シュウ	ふね, ふな-, -ぶね		8	6	1868	2012	1786	boat, ship	boat
舶	ハク			8	11	1869	2013	1753	liner, ship	liner
航	コウ		わたる	4	10	1870	2014	665	navigate, sail, cruise, fly	navigate
般	ハン			8	10	1871	2016	649	carrier, carry, all, general, sort, kind	carrier
盤	バン		ち, わ	8	15	1872	2017	881	tray, shallow bowl, platter, tub, board, phonograph record	tray
搬	ハン			8	13	1873	2018	1664	conveyor, carry, transport	conveyor
船	セン	ふね, ふな-	ふ	2	11	1874	2019	713	ship, boat	ship
艦	カン			8	21	1875	2020	1363	warship	warship
艇	テイ			8	13	1876	2021	1433	rowboat, small boat	rowboat
瓜	カ, ケ	うり	う	9	6	1877	2022	2459	melon	melon
弧	コ			8	9	1878	2023	2371	arc, arch, bow	arc
孤	コ			8	9	1879	2024	1239	orphan, alone	orphan
繭	ケン	まゆ, きぬ		8	18	1880	2025	2495	cocoon	cocoon
益	エキ, ヤク	ま.す	まし, ます	5	10	1881	2026	674	benefit, gain, profit, advantage	benefit
暇	カ	ひま, いとま		8	13	1882	2027	1386	spare time, rest, leisure, time, leave of absence	spare time
敷	フ	し.く, -し.き	しき, にゅう	8	15	1883	2028	1212	spread, pave, sit, promulgate	spread
来	ライ, タイ	く.る, きた.る, きた.す, き.たす, き.たる, き, こ	くり, くる, ごろ, さ	2	7	1884	2029	102	come, due, next, cause, become	come
気	キ, ケ	いき		1	6	1885	2030	113	spirit, mind, air, atmosphere, mood	spirit
汽	キ			2	7	1886	2031	2020	vapor, steam	vapor
飛	ヒ	と.ぶ, と.ばす, -と.ばす	あす, とび	4	9	1887	2032	580	fly, skip (pages), scatter	fly
沈	チン, ジン	しず.む, しず.める	しん	8	7	1888	2033	1271	sink, be submerged, subside, be depressed, aloes	sink
妻	サイ	つま	ずま, め	5	8	1889	2035	691	wife, spouse	wife
衰	スイ	おとろ.える		8	10	1890	2037	1432	decline, wane, weaken	decline
衷	チュウ			8	10	1891	2038	2229	inmost, heart, mind, inside	inmost
面	メン, ベン	おも, おもて, つら	お, ずら, ほおつき, も	3	9	1892	2039	186	mask, face, features, surface	mask
革	カク	かわ		6	9	1893	2041	249	leather, skin, reform, become serious	leather
靴	カ	くつ		8	13	1894	2042	1561	shoes	shoes
覇	ハ, ハク	はたがしら	はる	8	19	1895	2043	1173	hegemony, supremacy, leadership, champion	hegemony
声	セイ, ショウ	こえ, こわ-		2	7	1896	2044	388	voice	voice
呉	ゴ	く.れる, くれ	ぐ	8	7	1897	2046	1729	give, do something for, kingdom of Wu	give
娯	ゴ			8	10	1898	2047	1827	recreation, pleasure	recreation
誤	ゴ	あやま.る, -あやま.る		6	14	1899	2048	1150	mistake, err, do wrong, mislead	mistake
蒸	ジョウ, セイ	む.す, む.れる, む.らす		6	13	1900	2049	1552	steam, heat, sultry, foment, get musty	steam
承	ショウ, ジョウ	うけたまわ.る, う.ける, ささ.げる, とど.める, こ.らす, つい.で, すく.う	つぐ, こと, すけ, つぎ, よし	5	8	1901	2050	775	acquiesce, hear, listen to, be informed, receive	acquiesce
函	カン	はこ, い.れる		9	8	1902	2051	1781	box (archaic)	bin
極	キョク, ゴク	きわ.める, きわ.まる, きわ.まり, きわ.み, き.める, -ぎ.め, き.まる		4	13	1903	2052	460	poles, settlement, conclusion, end, highest rank, electric poles, very, extremely, most, highly, 10**48	poles
